Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000143771,224356858,224379459,CNIH4
ENSG00000150337,149782671,149792518,FCGR1A
ENSG00000134253,117111060,117122587,TRIM45
ENSG00000158850,161171310,161177968,B4GALT3
ENSG00000196772,247814660,247824119,OR14A16
ENSG00000183598,149813271,149813681,HIST2H3D
ENSG00000198520,44674692,44725591,ARMH1
ENSG00000203811,149839538,149841193,HIST2H3C
ENSG00000270882,149832659,149839767,HIST2H4A
ENSG00000203812,149842188,149842736,HIST2H2AA3
ENSG00000197591,247840928,247841896,OR11L1
ENSG00000238243,247895587,247896531,OR2W3
ENSG00000162722,247857187,247880138,TRIM58
ENSG00000177462,247920252,247921956,OR2T8
ENSG00000177275,247924889,247935339,OR2AJ1
ENSG00000279263,247948858,247949796,OR2L8
ENSG00000187080,247965233,247966386,OR2AK2
ENSG00000197454,248013660,248024276,OR2L5
ENSG00000203663,248030070,248042305,OR2L2
ENSG00000198128,248046836,248063407,OR2L3
ENSG00000196071,248095184,248101103,OR2L13
ENSG00000160767,155247205,155255483,FAM189B
ENSG00000091483,241497603,241519761,FH
ENSG00000160785,156193932,156212796,SLC25A44
ENSG00000134186,108692310,108702928,PRPF38B
ENSG00000162727,248145148,248146086,OR2M5
ENSG00000143847,203026498,203078740,PPFIA4
ENSG00000198601,248174821,248181067,OR2M2
ENSG00000228198,248197265,248212925,OR2M3
ENSG00000272196,149851061,149851624,HIST2H2AA4
ENSG00000171180,248231417,248244679,OR2M4
ENSG00000081026,113390515,113685923,MAGI3
ENSG00000177212,248269917,248277976,OR2T33
ENSG00000203852,149852619,149854274,HIST2H3A
ENSG00000177201,248290139,248303424,OR2T12
ENSG00000270276,149854045,149861210,HIST2H4B
ENSG00000177186,248323630,248324568,OR2M7
ENSG00000177174,248348775,248349713,OR14C36
ENSG00000196944,248361581,248362627,OR2T4
ENSG00000184678,149884459,149886652,HIST2H2BE
ENSG00000184260,149886975,149887364,HIST2H2AC
ENSG00000184270,149887484,149888013,HIST2H2AB
ENSG00000178096,149887890,149900798,BOLA1
ENSG00000069275,205712822,205750182,NUCKS1
ENSG00000143107,108712908,108742742,FNDC7
ENSG00000198104,248375746,248391811,OR2T6
ENSG00000175143,248403048,248408020,OR2T1
ENSG00000196240,248445512,248455725,OR2T2
ENSG00000196539,248473351,248474307,OR2T3
ENSG00000203661,248488589,248491113,OR2T5
ENSG00000188558,248508073,248527337,OR2G6
ENSG00000182783,248556912,248562772,OR2T29
ENSG00000117228,89052319,89065230,GBP1
ENSG00000134258,117143587,117210960,VTCN1
ENSG00000127054,1311585,1324691,INTS11
ENSG00000143401,150218417,150236156,ANP32E
ENSG00000183310,248573801,248574757,OR2T34
ENSG00000184022,248590487,248597700,OR2T10
ENSG00000162923,224385143,224437033,WDR26
ENSG00000279301,248623557,248635091,OR2T11
ENSG00000162645,89106132,89150456,GBP2
ENSG00000157181,186375838,186421378,ODR4
ENSG00000232237,201113953,201127184,ASCL5
ENSG00000213512,89131742,89176009,GBP7
ENSG00000177151,248636356,248645278,OR2T35
ENSG00000187701,248649838,248655528,OR2T27
ENSG00000143367,151540305,151583583,TUFT1
ENSG00000143786,224434660,224740554,CNIH3
ENSG00000286015,248681249,248748349,CR589904.2
ENSG00000160783,156212993,156240042,PMF1
ENSG00000189181,248681322,248682328,OR14I1
ENSG00000262180,186401046,186401180,OCLM
ENSG00000259823,248739415,248755759,LYPD8
ENSG00000242252,156242184,156243317,BGLAP
ENSG00000260238,156212982,156243332,PMF1-BGLAP
ENSG00000160781,156243320,156248117,PAQR6
ENSG00000117280,205767986,205775482,RAB29
ENSG00000133065,205789094,205813748,SLC41A1
ENSG00000197785,1512151,1534687,ATAD3A
ENSG00000162877,205828025,205850132,PM20D1
ENSG00000117308,23795599,23800781,GALE
ENSG00000159164,149903318,149917844,SV2A
ENSG00000162654,89181144,89198942,GBP4
ENSG00000116703,186443566,186461122,PDC
ENSG00000175137,248810446,248825915,SH3BP5L
ENSG00000171161,248838210,248849517,ZNF672
ENSG00000160856,157674321,157700769,FCRL3
ENSG00000198162,117367449,117528872,MAN1A2
ENSG00000122180,203083129,203086012,MYOG
ENSG00000116521,155255979,155262430,SCAMP3
ENSG00000184908,16043736,16057308,CLCNKB
ENSG00000163485,203090654,203167405,ADORA1
ENSG00000162843,241652278,241802133,WDR64
ENSG00000154451,89258950,89272804,GBP5
ENSG00000142765,27342020,27353937,SYTL1
ENSG00000073756,186671791,186680423,PTGS2
ENSG00000085831,51287258,51345116,TTC39A
ENSG00000203668,241628853,241640254,CHML
ENSG00000054277,241590102,241677376,OPN3
ENSG00000178585,9848276,9910336,CTNNBIP1
ENSG00000185519,16057769,16073651,FAM131C
ENSG00000183508,117606048,117628389,TENT5C
ENSG00000117009,241532134,241595642,KMO
ENSG00000131584,1292390,1309609,ACAP3
ENSG00000171163,248850006,248859144,ZNF692
ENSG00000118298,150257251,150265078,CA14
ENSG00000169972,1308597,1311677,PUSL1
ENSG00000197312,15617458,15669044,DDI2
ENSG00000215695,15659869,15661722,RSC1A1
ENSG00000174502,205913048,205943460,SLC26A9
ENSG00000181450,227563543,227677443,ZNF678
ENSG00000205090,1534778,1540624,TMEM240
ENSG00000196505,117863485,117929621,GDAP2
ENSG00000162510,30711277,30723585,MATN1
ENSG00000183347,89364058,89386461,GBP6
ENSG00000198837,153929501,153946718,DENND4B
ENSG00000160075,1541673,1574863,SSU72
ENSG00000276600,205976740,206003461,RAB7B
ENSG00000143614,153789030,153923360,GATAD2B
ENSG00000271949,89633140,89933250,AC093423.3
ENSG00000171488,89633072,89769903,LRRC8C
ENSG00000197147,89524836,89597864,LRRC8B
ENSG00000134376,197268204,197478455,CRB1
ENSG00000171492,89821014,89936611,LRRC8D
ENSG00000143368,149923317,149927803,SF3B4
ENSG00000116711,186828949,186988981,PLA2G4A
ENSG00000162384,53214099,53220634,CZIB
ENSG00000196188,206009264,206023895,CTSE
ENSG00000142733,27354067,27366961,MAP3K6
ENSG00000157184,53196792,53214197,CPT2
ENSG00000117305,23801885,23838620,HMGCL
ENSG00000133055,203167811,203175826,MYBPH
ENSG00000228594,1598012,1600135,FNDC10
ENSG00000263961,206053173,206102449,RHEX
ENSG00000117523,171485551,171593511,PRRC2C
ENSG00000174371,241847967,241895148,EXO1
ENSG00000142627,16124337,16156069,EPHA2
ENSG00000179163,23845077,23868294,FUCA1
ENSG00000188822,23870515,23913362,CNR2
ENSG00000198049,206106936,206117699,AVPR1B
ENSG00000197530,1615415,1630610,MIB2
ENSG00000133048,203178931,203186704,CHI3L1
ENSG00000266028,206203345,206464443,SRGAP2
ENSG00000142748,27369112,27374824,FCN3
ENSG00000185842,224896262,225399292,DNAH14
ENSG00000162511,30732469,30757774,LAPTM5
ENSG00000185220,248906196,248919946,PGBD2
ENSG00000196550,206186179,206204414,FAM72A
ENSG00000196289,241957767,241959062,BECN2
ENSG00000155761,117953861,118185223,SPAG17
ENSG00000197769,241995490,241999073,MAP1LC3C
ENSG00000065183,117929720,117966543,WDR3
ENSG00000213047,197504748,197775696,DENND1B
ENSG00000173614,9943428,9985501,NMNAT1
ENSG00000133063,203212827,203273641,CHIT1
ENSG00000162441,9922113,9943407,LZIC
ENSG00000189266,23956839,23963462,PNRC2
ENSG00000034971,171635417,171652688,MYOC
ENSG00000283683,171600621,171638799,MYOCOS
ENSG00000180287,242082986,242524696,PLD5
ENSG00000014914,149928651,149936879,MTMR11
ENSG00000143740,227728539,227781231,SNAP47
ENSG00000158864,161197104,161214395,NDUFS2
ENSG00000132704,157745733,157777132,FCRL2
ENSG00000081692,227730425,227735411,JMJD4
ENSG00000162512,30869466,30908758,SDC3
ENSG00000142632,16197854,16212652,ARHGEF19
ENSG00000185888,227815693,227846470,PRSS38
ENSG00000158859,161184302,161199054,ADAMTS4
ENSG00000143816,227918656,227947932,WNT9A
ENSG00000154342,228006998,228061271,WNT3A
ENSG00000162522,32741830,32774970,KIAA1522
ENSG00000142937,44775251,44778779,RPS8
ENSG00000142945,44739818,44767767,KIF2C
ENSG00000117533,171700160,171742074,VAMP4
ENSG00000162415,45016399,45306209,ZSWIM5
ENSG00000174950,27379176,27383333,CD164L2
ENSG00000181773,27392622,27395814,GPR3
ENSG00000187634,923928,944581,SAMD11
ENSG00000186603,45326905,45328533,HPDL
ENSG00000143815,225401502,225428925,LBR
ENSG00000118292,150268200,150280916,C1orf54
ENSG00000117362,150265399,150269580,APH1A
ENSG00000198952,156249224,156282825,SMG5
ENSG00000143761,228082660,228099212,ARF1
ENSG00000171786,160367071,160372846,NHLH1
ENSG00000143793,228100726,228105411,C1orf35
ENSG00000162738,160400564,160428670,VANGL2
ENSG00000203724,197902630,197907367,C1orf53
ENSG00000116793,113696831,113759489,PHTF1
ENSG00000163472,156282935,156293185,TMEM79
ENSG00000198715,156290089,156295689,GLMP
ENSG00000188529,23964804,23980927,SRSF10
ENSG00000160741,153947669,153958615,CRTC2
ENSG00000116786,15684320,15734769,PLEKHM2
ENSG00000154380,225486835,225653142,ENAH
ENSG00000143627,155289293,155301438,PKLR
ENSG00000176444,155262868,155278491,CLK2
ENSG00000010165,171781660,171814023,EEF1AKNMT
ENSG00000158195,27404230,27490167,WASF2
ENSG00000162460,15742499,15747982,TMEM82
ENSG00000162461,15736258,15741392,SLC25A34
ENSG00000143630,155277463,155289848,HCN3
ENSG00000159388,203305491,203309602,BTG2
ENSG00000162739,160485030,160523262,SLAMF6
ENSG00000122176,203340628,203351758,FMOD
ENSG00000188976,944203,959309,NOC2L
ENSG00000134262,113894194,113905201,AP4B1
ENSG00000163534,157794403,157820120,FCRL1
ENSG00000143702,243124428,243255348,CEP170
ENSG00000116266,108746674,108809523,STXBP3
ENSG00000188783,203475806,203491352,PRELP
ENSG00000132881,16231692,16237183,CPLANE2
ENSG00000188770,203494143,203508864,OPTC
ENSG00000162664,89995110,90035533,ZNF326
ENSG00000188761,113876816,113887581,BCL2L15
ENSG00000037637,16246840,16352480,FBXO42
ENSG00000081019,113761832,113812476,RSBN1
ENSG00000162444,9997206,10016021,RBP7
ENSG00000126705,27534035,27604431,AHDC1
ENSG00000134242,113813811,113871753,PTPN22
ENSG00000142661,24056035,24112135,MYOM3
ENSG00000073754,157830911,157898256,CD5L
ENSG00000264522,149937812,150010726,OTUD7B
ENSG00000092607,118883046,118989556,TBX15
ENSG00000116649,11054584,11060020,SRM
ENSG00000143742,225777813,225790468,SRP9
ENSG00000263528,206470476,206496889,IKBKE
ENSG00000142677,24119771,24143140,IL22RA1
ENSG00000143032,90711539,90717302,BARHL2
ENSG00000084628,31179745,31239887,NKAIN1
ENSG00000143674,233327724,233385148,MAP3K21
ENSG00000135750,233614004,233672512,KCNK1
ENSG00000183780,233904676,234324511,SLC35F3
ENSG00000066294,160541095,160579516,CD84
ENSG00000143819,225810092,225845563,EPHX1
ENSG00000136631,150067279,150145329,VPS45
ENSG00000162910,228106679,228109312,MRPL55
ENSG00000196187,225845536,225882380,TMEM63A
ENSG00000187144,16387117,16437424,SPATA21
ENSG00000058668,203626561,203744081,ATP2B4
ENSG00000184144,205042937,205078289,CNTN2
ENSG00000055070,16352575,16398145,SZRD1
ENSG00000189030,156298624,156299299,VHLL
ENSG00000116874,119031216,119140671,WARS2
ENSG00000183853,157993273,158100262,KIRREL1
ENSG00000266094,206507530,206589448,RASSF5
ENSG00000142959,44783585,44788170,BEST4
ENSG00000143486,206571292,206612465,EIF2D
ENSG00000185436,24154168,24187959,IFNLR1
ENSG00000158473,158179947,158184896,CD1D
ENSG00000001460,24356999,24416934,STPG1
ENSG00000001461,24415802,24472976,NIPAL3
ENSG00000158869,161215234,161220699,FCER1G
ENSG00000143479,206635536,206684419,DYRK3
ENSG00000160752,155308748,155320666,FDPS
ENSG00000158055,24319322,24364482,GRHL3
ENSG00000117090,160608106,160647295,SLAMF1
ENSG00000143545,153981617,153986358,RAB13
ENSG00000116882,119368779,119394130,HAO2
ENSG00000285641,153975850,153986246,AL358472.6
ENSG00000143543,153974269,153977674,JTB
ENSG00000158874,161222292,161223631,APOA2
ENSG00000116497,32816767,32858875,S100PBP
ENSG00000158477,158254424,158258269,CD1A
ENSG00000143570,153959099,153968184,SLC39A1
ENSG00000134684,32775237,32818153,YARS
ENSG00000160753,155320894,155331114,RUSC1
ENSG00000158481,158289923,158294774,CD1C
ENSG00000197959,171841498,172418466,DNM3
ENSG00000060688,31259568,31296788,SNRNP40
ENSG00000122188,203765176,203776233,LAX1
ENSG00000143578,153967534,153974361,CREB3L4
ENSG00000203859,119414931,119423035,HSD3B2
ENSG00000180999,172420685,172468831,C1orf105
ENSG00000135845,172370189,172444086,PIGC
ENSG00000162889,206684944,206734283,MAPKAPK2
ENSG00000285779,153959151,153975887,AL358472.7
ENSG00000117091,160678746,160711831,CD48
ENSG00000168275,234373456,234385068,COA6
ENSG00000160097,32862268,32872482,FNDC5
ENSG00000171824,11066618,11099869,EXOSC10
ENSG00000085832,51354263,51519266,EPS15
ENSG00000187961,960584,965719,KLHL17
ENSG00000158485,158327951,158331531,CD1B
ENSG00000163239,154502219,154548147,TDRD10
ENSG00000169291,154469772,154502412,SHE
ENSG00000188396,44805913,44806675,TCTEX1D4
ENSG00000173846,44800377,44805990,PLK3
ENSG00000198691,93992834,94121148,ABCA4
ENSG00000134644,30931506,31065991,PUM1
ENSG00000117013,40783787,40840452,KCNQ4
ENSG00000162641,108815898,108963484,AKNAD1
ENSG00000142224,206770764,206842981,IL19
ENSG00000136634,206767602,206774541,IL10
ENSG00000121957,108875350,108934545,GPSM2
ENSG00000130939,10032832,10181239,UBE4B
ENSG00000143257,161229666,161238302,NR1I3
ENSG00000122482,90915298,91022272,ZNF644
ENSG00000197780,109062486,109076002,TAF13
ENSG00000121905,32885994,32898441,HPCA
ENSG00000203857,119507198,119515054,HSD3B1
ENSG00000121900,32894594,32901438,TMEM54
ENSG00000121940,108929508,108963457,CLCC1
ENSG00000059588,234391313,234479179,TARBP1
ENSG00000000938,27612064,27635185,FGR
ENSG00000058673,203795654,203854999,ZC3H11A
ENSG00000215717,109089803,109096934,TMEM167B
ENSG00000168264,234604269,234609525,IRF2BP2
ENSG00000174529,205083129,205084460,TMEM81
ENSG00000222009,44808482,44815585,BTBD19
ENSG00000187642,975204,982093,PERM1
ENSG00000187583,966497,975865,PLEKHN1
ENSG00000179862,40861051,40862366,CITED4
ENSG00000243709,225886282,225911382,LEFTY1
ENSG00000257315,203795714,203854999,ZBED6
ENSG00000143811,225919877,225924340,PYCR2
ENSG00000173726,235109341,235128837,TOMM20
ENSG00000116514,32936445,32964685,RNF19B
ENSG00000255835,225886696,225924278,AL117348.2
ENSG00000143768,225936598,225941383,LEFTY2
ENSG00000137962,94148988,94275068,ARHGAP29
ENSG00000143751,225982702,225999343,SDE2
ENSG00000121766,31296982,31364953,ZCCHC17
ENSG00000159208,150282543,150287093,CIART
ENSG00000117222,205086142,205122015,RBBP5
ENSG00000176256,33860475,33864791,HMGB4
ENSG00000121904,33513999,34165842,CSMD2
ENSG00000054282,243256034,243500091,SDCCAG8
ENSG00000163468,156308968,156367873,CCT3
ENSG00000117020,243488233,243851079,AKT3
ENSG00000158882,161225939,161230746,TOMM40L
ENSG00000162891,206865354,206869223,IL20
ENSG00000143067,119619377,119648266,ZNF697
ENSG00000162885,235447190,235504452,B3GALNT2
ENSG00000066027,212285410,212361853,PPP2R5A
ENSG00000285053,235328570,235448952,TBCE
ENSG00000163041,226061851,226072007,H3F3A
ENSG00000121769,31365625,31376850,FABP3
ENSG00000157191,16440721,16460078,NECAP2
ENSG00000162669,91260766,91404856,HFM1
ENSG00000284770,235367360,235452443,TBCE
ENSG00000116299,109113679,109206781,KIAA1324
ENSG00000240563,62194849,62212328,L1TD1
ENSG00000163467,156337314,156346995,TSACC
ENSG00000133059,205142505,205211702,DSTYK
ENSG00000117528,94418389,94518666,ABCD3
ENSG00000168528,31409565,31434680,SERINC2
ENSG00000004455,33007940,33080996,AK2
ENSG00000162892,206897443,206904139,IL24
ENSG00000179902,109105951,109113857,C1orf194
ENSG00000182004,203861599,203871152,SNRPE
ENSG00000162894,206903317,206923247,FCMR
ENSG00000182827,226144679,226186741,ACBD3
ENSG00000160714,154548577,154559028,UBE2Q1
ENSG00000185155,226223618,226227054,MIXL1
ENSG00000179456,244048939,244057476,ZBTB18
ENSG00000133069,205227946,205285632,TMCC2
ENSG00000266472,150293720,150308979,MRPS21
ENSG00000171793,40979688,41012565,CTPS1
ENSG00000054267,235131634,235328219,ARID4B
ENSG00000117425,44819844,44843253,PTCH2
ENSG00000183814,226231149,226309869,LIN9
ENSG00000162896,206928522,206946466,PIGR
ENSG00000163545,205302059,205321791,NUAK2
ENSG00000132854,62236165,62319434,KANK4
ENSG00000078618,51789191,51878937,NRDC
ENSG00000126709,27666064,27672198,IFI6
ENSG00000188739,235131183,235161283,RBM34
ENSG00000162897,206957965,206970625,FCAMR
ENSG00000152904,235327350,235344532,GGPS1
ENSG00000182795,207018522,207032756,C1orf116
ENSG00000162761,165201867,165356715,LMX1A
ENSG00000162873,205336065,205357090,KLHDC8A
ENSG00000010803,41027200,41242154,SCMH1
ENSG00000097046,91500851,91525764,CDC7
ENSG00000065600,212363931,212414901,TMEM206
ENSG00000117859,51577179,51798427,OSBPL9
ENSG00000171790,41015597,41023237,SLFNL1
ENSG00000143376,151612006,151699091,SNX27
ENSG00000158488,158353696,158357553,CD1E
ENSG00000117691,212432920,212446379,NENF
ENSG00000281406,205434885,205457091,BLACAT1
ENSG00000186007,205381378,205455954,LEMD1
ENSG00000143171,165400922,165445355,RXRG
ENSG00000142910,31576485,31587686,TINAGL1
ENSG00000173728,244352635,244389663,C1orf100
ENSG00000162772,212565334,212620777,ATF3
ENSG00000035687,244408494,244451909,ADSS
ENSG00000188290,998962,1000172,HES4
ENSG00000162771,212624474,212626778,FAM71A
ENSG00000123685,212686417,212699840,BATF3
ENSG00000187608,1001138,1014540,ISG15
ENSG00000219481,16562319,16613562,NBPF1
ENSG00000162607,62436297,62451804,USP1
ENSG00000070785,44850522,44986722,EIF2B3
ENSG00000117360,150321479,150353233,PRPF3
ENSG00000160716,154567781,154580026,CHRNB2
ENSG00000162763,165544007,165563961,LRRC52
ENSG00000009780,27725979,27763122,FAM76A
ENSG00000179397,244454377,244641177,CATSPERE
ENSG00000117525,94529173,94541759,F3
ENSG00000117697,212726153,212791782,NSL1
ENSG00000123836,207034366,207081024,PFKFB2
ENSG00000116857,201134772,201171574,TMEM9
ENSG00000070759,45343883,45491163,TESK2
ENSG00000132781,45329163,45340470,MUTYH
ENSG00000121644,244653103,244709033,DESI2
ENSG00000143036,94820342,94895246,SLC44A3
ENSG00000117601,173903804,173917378,SERPINC1
ENSG00000198793,11106535,11262507,MTOR
ENSG00000180667,207043849,207052980,YOD1
ENSG00000143774,228139962,228148984,GUK1
ENSG00000142920,33081104,33123492,AZIN2
ENSG00000171819,11189355,11195981,ANGPTL7
ENSG00000069702,91680343,91906335,TGFBR3
ENSG00000143147,168079543,168137667,GPR161
ENSG00000137942,93448131,93554661,FNBP1L
ENSG00000143198,165631213,165661796,MGST3
ENSG00000163395,201190825,201228952,IGFN1
ENSG00000123843,207088860,207099993,C4BPB
ENSG00000143799,226360691,226408093,PARP1
ENSG00000085491,108134043,108200849,SLC25A24
ENSG00000116852,200969390,201023700,KIF21B
ENSG00000155816,240014348,240475187,FMN2
ENSG00000143442,151402724,151459494,POGZ
ENSG00000187815,40477290,40496343,ZFP69
ENSG00000197568,70354805,70385339,HHLA3
ENSG00000164002,40508741,40516556,EXO5
ENSG00000162909,223701593,223776018,CAPN2
ENSG00000132694,156934840,157045370,ARHGEF11
ENSG00000143850,204218853,204377665,PLEKHA6
ENSG00000123091,51236273,51273447,RNF11
ENSG00000286219,149390614,149468030,AC242843.1
ENSG00000286185,149390623,149556361,AC242842.3
ENSG00000271383,149475338,149556361,NBPF19
ENSG00000162711,247416156,247449108,NLRP3
ENSG00000197587,46506996,46514226,DMBX1
ENSG00000170128,200872955,200874178,GPR25
ENSG00000178922,43451003,43453989,HYI
ENSG00000133056,204422628,204494724,PIK3C2B
ENSG00000116761,70411218,70439851,CTH
ENSG00000079277,46557408,46616843,MKNK1
ENSG00000198198,43389882,43454247,SZT2
ENSG00000158615,204403381,204411817,PPP1R15B
ENSG00000155380,112911847,112957013,SLC16A1
ENSG00000117010,40531573,40548167,ZNF684
ENSG00000282881,46532166,46543969,TMEM275
ENSG00000162456,46545644,46551527,KNCN
ENSG00000116996,237877864,237890922,ZP4
ENSG00000142961,46607715,46616891,MOB3C
ENSG00000270188,237943724,237945275,MTRNR2L11
ENSG00000163362,200891048,200915742,INAVA
ENSG00000117016,40620680,40665682,RIMS3
ENSG00000163263,154199085,154206333,C1orf189
ENSG00000171608,9651732,9729114,PIK3CD
ENSG00000160087,1253909,1273885,UBE2J2
ENSG00000116679,185296388,185317273,IVNS1ABP
ENSG00000143514,223779893,223845954,TP53BP2
ENSG00000170989,101236865,101243713,S1PR1
ENSG00000183155,202878957,202889135,RABIF
ENSG00000143222,161152776,161158856,UFC1
ENSG00000171603,9729026,9824526,CLSTN1
ENSG00000137944,88935773,88992953,KYAT3
ENSG00000253831,157092043,157099808,ETV3L
